AXP,DuPont,3M,Walmart,Alcoa,Exxon,McDonald,WaltDisney,Boeing,Ford,Merck,CAT,GE,PG,Chevron,IBM,Pfizer,CocaCola,J&J,UTX
0.57978,0.89597,1.0095,0.73957,0.60531,0.79865,0.66839,0.78958,1.1635,0.3962,0.79309,0.49693,0.36173,0.76716,0.88024,1.2762,0.233,0.53908,0.68931,0.52892
0.56348,0.902,1.0128,0.734,0.60531,0.80072,0.67578,0.78533,1.1575,0.38202,0.79169,0.49831,0.34635,0.77159,0.86864,1.2801,0.22789,0.54283,0.69285,0.52375
0.52114,0.89597,1.0077,0.72263,0.61595,0.8014,0.65321,0.77815,1.1492,0.38561,0.78176,0.47712,0.3483,0.76418,0.86747,1.2695,0.21748,0.53782,0.68485,0.51455
0.5092,0.88309,1.0065,0.71265,0.62634,0.79169,0.64048,0.77232,1.1405,0.39794,0.77085,0.4624,0.35984,0.75664,0.87737,1.2584,0.20412,0.52763,0.68124,0.51188
0.5092,0.8791,1.006,0.6981,0.63448,0.78319,0.63849,0.77159,1.143,0.3927,0.76938,0.4624,0.36361,0.75358,0.88081,1.2543,0.20412,0.5302,0.68395,0.51322
0.52114,0.88705,1.012,0.71684,0.63649,0.79169,0.63849,0.77815,1.1517,0.38739,0.77452,0.46982,0.35603,0.75967,0.87795,1.2598,0.20952,0.53529,0.6902,0.51983
0.52634,0.88705,1.0187,0.72591,0.62839,0.78958,0.63448,0.79239,1.1587,0.3962,0.77452,0.46982,0.35025,0.75891,0.87506,1.2598,0.21219,0.54158,0.6981,0.51851
0.52375,0.89042,1.0111,0.71684,0.62737,0.78888,0.62634,0.79099,1.1575,0.4014,0.76864,0.47857,0.3483,0.75815,0.86747,1.2572,0.20412,0.54033,0.69197,0.51455
0.50106,0.88081,1.0052,0.70415,0.62941,0.79029,0.62428,0.77597,1.1405,0.39967,0.76492,0.46538,0.35411,0.75511,0.86923,1.2526,0.19312,0.54033,0.68664,0.51455
0.50379,0.87099,1.0065,0.7007,0.63749,0.7839,0.62014,0.77159,1.1455,0.42975,0.76118,0.47276,0.33846,0.75282,0.86153,1.2455,0.19312,0.53782,0.67669,0.52375
0.49554,0.87099,1.0095,0.69636,0.64048,0.78247,0.62634,0.77305,1.143,0.43136,0.77159,0.46687,0.33445,0.75511,0.86034,1.249,0.20412,0.53782,0.68664,0.53275
0.48001,0.87099,1.0004,0.69636,0.64444,0.77159,0.62634,0.77085,1.1587,0.44871,0.76938,0.46389,0.34044,0.74741,0.87157,1.2475,0.20412,0.52634,0.68485,0.52763
0.49831,0.87274,1.0017,0.69197,0.64444,0.7679,0.62221,0.78104,1.1587,0.45332,0.77379,0.46835,0.34635,0.74741,0.87564,1.2512,0.20412,0.53148,0.68842,0.53275
0.52375,0.88423,1.006,0.70243,0.63849,0.77232,0.62839,0.79309,1.1749,0.44871,0.78746,0.48572,0.36361,0.75205,0.87795,1.256,0.22011,0.53908,0.6981,0.54531
0.53403,0.89209,1.0026,0.72428,0.63849,0.7796,0.63649,0.79379,1.1679,0.45332,0.78888,0.49276,0.36173,0.76418,0.88081,1.2582,0.22272,0.54407,0.69984,0.54777
0.53656,0.89209,0.99913,0.73159,0.63448,0.7796,0.64444,0.79727,1.1703,0.44404,0.78604,0.49831,0.37658,0.76716,0.88423,1.2504,0.22011,0.54033,0.70501,0.54777
0.52634,0.89818,1.006,0.7356,0.63144,0.78888,0.65128,0.79379,1.1804,0.43457,0.79099,0.49276,0.36736,0.7679,0.8739,1.2545,0.23045,0.54033,0.70243,0.55023
0.50379,0.89209,1.012,0.71684,0.62014,0.79169,0.65706,0.78247,1.1804,0.43457,0.78247,0.48855,0.35218,0.76268,0.87622,1.2541,0.22011,0.54531,0.69723,0.55267
0.49276,0.86153,0.99123,0.69461,0.61384,0.7796,0.65128,0.77597,1.1781,0.43775,0.7796,0.46835,0.34439,0.75051,0.87099,1.2448,0.21748,0.52244,0.69373,0.55509
0.47129,0.84942,0.98453,0.67117,0.62118,0.7796,0.64048,0.75358,1.1575,0.44871,0.77085,0.44716,0.36736,0.73159,0.87622,1.2253,0.2014,0.50515,0.68215,0.53782
0.49831,0.85126,0.98272,0.67943,0.62737,0.78032,0.6464,0.75664,1.1517,0.43616,0.76716,0.45025,0.35603,0.73719,0.87506,1.2193,0.19033,0.50651,0.67943,0.52504
0.49831,0.86153,0.98767,0.68574,0.63548,0.78604,0.63649,0.76418,1.1575,0.42325,0.77085,0.45939,0.34044,0.74115,0.87967,1.2188,0.1959,0.51188,0.68395,0.53275
0.51587,0.85974,0.98182,0.68842,0.65128,0.7796,0.63246,0.7679,1.143,0.42488,0.76343,0.45637,0.3483,0.73159,0.88423,1.2232,0.18184,0.50515,0.67669,0.51851
0.50106,0.86629,0.97681,0.67761,0.67578,0.77597,0.62634,0.76938,1.1281,0.43933,0.75205,0.45179,0.35411,0.72099,0.89321,1.2266,0.18752,0.49136,0.67025,0.49969
0.51587,0.86982,0.989,0.67302,0.6902,0.78176,0.64444,0.77305,1.137,0.4624,0.75664,0.45025,0.36736,0.73159,0.90146,1.237,0.1959,0.48996,0.67761,0.51322
0.53148,0.87622,0.99034,0.6902,0.69108,0.79029,0.64444,0.77305,1.1418,0.4609,0.75128,0.45788,0.36549,0.74036,0.90363,1.2448,0.19866,0.49831,0.68215,0.52763
0.55751,0.88705,1.0026,0.70243,0.69461,0.79588,0.65321,0.78604,1.137,0.45332,0.77012,0.48287,0.36736,0.75815,0.90363,1.2615,0.20683,0.51587,0.69108,0.54033
0.54283,0.88081,1.003,0.7007,0.69548,0.79169,0.65128,0.78319,1.1332,0.45637,0.76716,0.4843,0.36736,0.75282,0.89982,1.2565,0.2014,0.51188,0.68485,0.53656
0.55023,0.88423,1.0039,0.71265,0.69723,0.79588,0.65706,0.7839,1.1281,0.45637,0.77085,0.49415,0.3784,0.75051,0.89927,1.255,0.2014,0.50651,0.68485,0.52114
0.54777,0.88593,1.0026,0.71684,0.70157,0.78888,0.64933,0.78533,1.1245,0.44248,0.77159,0.50243,0.38202,0.74194,0.90146,1.2531,0.1959,0.49969,0.68395,0.51322
0.56585,0.88874,1.0052,0.74273,0.69548,0.78817,0.65706,0.79169,1.1307,0.43775,0.77452,0.49693,0.36736,0.74507,0.90363,1.2565,0.19866,0.50106,0.6902,0.51188
0.57749,0.89487,1.0095,0.734,0.69461,0.78888,0.64933,0.79518,1.1405,0.44871,0.78032,0.48996,0.34439,0.74115,0.9058,1.2596,0.19866,0.50515,0.68753,0.51587
0.54777,0.88081,0.99607,0.70842,0.69636,0.7839,0.63246,0.76864,1.1139,0.45788,0.7574,0.4843,0.37291,0.71767,0.9154,1.249,0.18184,0.48144,0.66932,0.50106
0.53529,0.88081,0.99739,0.69461,0.69723,0.79029,0.62839,0.76268,1.0927,0.46835,0.74036,0.47857,0.37658,0.71433,0.92169,1.2408,0.17026,0.47567,0.6637,0.49276
0.54777,0.88081,1.0009,0.69636,0.70329,0.79169,0.63043,0.76864,1.1062,0.46389,0.74586,0.47857,0.36736,0.71265,0.92428,1.2448,0.17609,0.47422,0.66558,0.51188
0.5611,0.88081,1.0017,0.69461,0.72835,0.79657,0.63448,0.76641,1.1048,0.47712,0.75128,0.4843,0.3784,0.72099,0.92583,1.249,0.18184,0.47857,0.66745,0.52504
0.54033,0.88081,0.989,0.68574,0.734,0.79657,0.62221,0.75891,1.1007,0.47567,0.74273,0.47712,0.37291,0.71012,0.92012,1.2433,0.17609,0.46982,0.6561,0.51851
0.57978,0.89042,1.0017,0.69461,0.74351,0.80346,0.62839,0.76418,1.1307,0.48855,0.75435,0.48144,0.37658,0.71181,0.92012,1.2504,0.18184,0.47857,0.66464,0.53529
0.57287,0.89376,1.0004,0.6902,0.73239,0.80209,0.62839,0.76042,1.137,0.49554,0.75511,0.48287,0.3962,0.72428,0.92428,1.255,0.18184,0.47422,0.66276,0.53656
0.58206,0.89653,1.0095,0.7007,0.72835,0.80346,0.63649,0.7679,1.1383,0.48855,0.76118,0.4843,0.39967,0.73159,0.92428,1.2572,0.18752,0.4843,0.67486,0.549
0.57978,0.90146,1.0065,0.70415,0.72263,0.80346,0.6464,0.78533,1.1504,0.48714,0.77887,0.48855,0.40312,0.73799,0.91434,1.2526,0.19312,0.50106,0.67943,0.53908
0.58771,0.89487,1.0017,0.6981,0.72673,0.80618,0.63849,0.78817,1.1538,0.48855,0.7796,0.48714,0.40824,0.7332,0.9154,1.2438,0.19033,0.49276,0.67578,0.53529
0.59218,0.89653,0.99607,0.69461,0.7332,0.80414,0.6464,0.78746,1.1587,0.49831,0.78032,0.47857,0.41996,0.73078,0.92169,1.2408,0.18184,0.49554,0.67302,0.54158
0.58995,0.90146,0.99826,0.69636,0.72016,0.79865,0.6464,0.79518,1.1655,0.49276,0.77887,0.48996,0.4216,0.73799,0.91593,1.2433,0.18469,0.50106,0.6721,0.54654
0.60314,0.90255,1.0043,0.69636,0.72509,0.80414,0.65706,0.80821,1.1726,0.48996,0.78462,0.48996,0.41497,0.74194,0.9196,1.255,0.19312,0.51055,0.68124,0.56585
0.60097,0.90146,1.0026,0.7007,0.72346,0.80003,0.66087,0.81023,1.1726,0.49276,0.78604,0.48996,0.40993,0.74194,0.92634,1.2536,0.18469,0.5092,0.68124,0.56703
0.60531,0.90146,1.0026,0.70415,0.72099,0.79588,0.65896,0.8109,1.1703,0.48287,0.7839,0.49831,0.40654,0.74115,0.92531,1.247,0.18184,0.51188,0.68305,0.57287
0.60314,0.90255,1.0009,0.72016,0.72346,0.80003,0.66276,0.81954,1.1667,0.48714,0.78462,0.50106,0.40824,0.74663,0.92428,1.2455,0.18469,0.50786,0.68574,0.56585
0.59439,0.90146,1.0009,0.71265,0.71349,0.79588,0.64444,0.81624,1.1691,0.48855,0.77815,0.49831,0.41497,0.73878,0.91434,1.2322,0.17319,0.49693,0.67943,0.5682
0.60531,0.91328,1.0052,0.72591,0.70757,0.80003,0.65896,0.82217,1.1827,0.48996,0.78533,0.50515,0.41996,0.74507,0.91434,1.233,0.18469,0.51188,0.68842,0.5682
0.60314,0.91328,1.0009,0.73159,0.70157,0.79379,0.66464,0.81954,1.1816,0.48855,0.78675,0.49831,0.41996,0.74507,0.91116,1.233,0.18752,0.51455,0.68842,0.55388
0.60531,0.90741,1.0052,0.72835,0.69723,0.79239,0.66276,0.82217,1.1781,0.50243,0.78746,0.49276,0.42488,0.74115,0.9196,1.2302,0.18184,0.5092,0.68574,0.55871
0.59218,0.9058,1.0039,0.71684,0.69197,0.78247,0.66087,0.82151,1.1781,0.50243,0.77887,0.48996,0.42651,0.73719,0.91328,1.2297,0.18184,0.49831,0.68215,0.56585
0.60097,0.91645,1.0111,0.7356,0.69197,0.79169,0.65706,0.82802,1.1827,0.49831,0.78958,0.49969,0.43136,0.74586,0.90634,1.2385,0.18184,0.51455,0.68753,0.56703
0.5966,0.91751,1.0077,0.734,0.68664,0.79379,0.66276,0.82607,1.1749,0.4843,0.78319,0.50106,0.41664,0.74115,0.90526,1.2375,0.17609,0.50379,0.67943,0.5682
0.61066,0.91645,1.0077,0.7356,0.68305,0.78888,0.66839,0.82543,1.1793,0.46835,0.78104,0.51055,0.39445,0.7348,0.91328,1.2408,0.17609,0.50243,0.67852,0.56348
0.59439,0.89818,1.0017,0.70157,0.68574,0.78247,0.65321,0.80209,1.1562,0.48287,0.76268,0.50106,0.40824,0.71096,0.92993,1.2238,0.15534,0.47422,0.66087,0.55751
0.58206,0.89487,0.99826,0.67943,0.6902,0.78888,0.63949,0.79029,1.1232,0.49136,0.75664,0.48572,0.41996,0.70672,0.92788,1.2084,0.14922,0.45939,0.65321,0.54033
0.59439,0.91645,1.0073,0.70157,0.69548,0.80414,0.65706,0.80346,1.148,0.50379,0.76716,0.49276,0.43457,0.72509,0.93752,1.2177,0.15534,0.48001,0.66558,0.5611
0.60531,0.92065,1.0187,0.71012,0.6981,0.80821,0.6637,0.81224,1.1587,0.50651,0.78247,0.50106,0.43457,0.7356,0.92993,1.2243,0.16435,0.49969,0.67394,0.56348
0.61909,0.92634,1.0216,0.72346,0.70157,0.81558,0.66932,0.8202,1.1804,0.51587,0.78817,0.51455,0.43933,0.74819,0.92376,1.2317,0.17319,0.5092,0.68124,0.56585
0.62737,0.92376,1.0208,0.72016,0.71012,0.81023,0.66745,0.82282,1.1804,0.52892,0.78746,0.5092,0.44871,0.75128,0.92428,1.2281,0.17026,0.50651,0.68753,0.56229
0.62737,0.92221,1.0241,0.73719,0.70757,0.80754,0.67852,0.83187,1.1992,0.52504,0.79588,0.52244,0.45484,0.76118,0.92583,1.238,0.17609,0.51851,0.69373,0.5611
0.64836,0.93349,1.0338,0.75358,0.70415,0.80956,0.69548,0.84757,1.2138,0.52114,0.81624,0.52892,0.45788,0.7767,0.92737,1.2433,0.18752,0.53275,0.70329,0.5682
0.65418,0.93802,1.0286,0.75664,0.69984,0.81158,0.69285,0.84386,1.2109,0.52504,0.81224,0.53529,0.45179,0.77232,0.92634,1.2408,0.18752,0.53148,0.69636,0.57519
0.66087,0.93802,1.0282,0.75511,0.70672,0.81291,0.68931,0.84942,1.2159,0.5302,0.81158,0.52763,0.4609,0.76716,0.92012,1.238,0.19312,0.53148,0.69461,0.57864
0.66276,0.92531,1.0253,0.74819,0.70329,0.80618,0.69108,0.84011,1.2191,0.52892,0.80072,0.53148,0.45939,0.7574,0.92012,1.2307,0.18752,0.52375,0.68664,0.57287
0.64836,0.94052,1.0286,0.75891,0.6981,0.80821,0.70586,0.85187,1.2292,0.52763,0.80686,0.53529,0.45637,0.76268,0.92993,1.236,0.19033,0.53403,0.69108,0.58546
0.65031,0.93601,1.0294,0.75358,0.69373,0.80754,0.69548,0.8451,1.217,0.53148,0.80277,0.52763,0.44716,0.75815,0.93399,1.2355,0.18752,0.52634,0.69285,0.59106
0.63849,0.94201,1.0241,0.72916,0.71517,0.82086,0.68931,0.82607,1.2087,0.549,0.79169,0.51455,0.47129,0.74273,0.93044,1.235,0.18184,0.51055,0.68124,0.58092
0.64246,0.943,1.0183,0.72916,0.72673,0.82282,0.68034,0.82217,1.1959,0.549,0.78888,0.51455,0.47712,0.7332,0.93952,1.2385,0.16732,0.50106,0.6721,0.60314
0.66652,0.95809,1.0402,0.75511,0.7332,0.81425,0.69723,0.85126,1.2251,0.56229,0.80482,0.53275,0.48572,0.75815,0.93044,1.2512,0.19033,0.52375,0.69373,0.6149
0.67025,0.96332,1.0546,0.74819,0.74115,0.81491,0.70415,0.85974,1.2212,0.56585,0.81358,0.53656,0.48287,0.77012,0.93399,1.2577,0.19866,0.52763,0.70329,0.62014
0.68034,0.95952,1.0641,0.75664,0.74194,0.8055,0.70927,0.87737,1.239,0.56703,0.82607,0.55145,0.48855,0.78675,0.92788,1.2651,0.20412,0.54033,0.71433,0.63246
0.68753,0.96473,1.0611,0.76938,0.72916,0.80346,0.71265,0.88252,1.2543,0.56585,0.82282,0.54777,0.48572,0.79309,0.91803,1.2646,0.20683,0.54033,0.71517,0.63849
0.68753,0.96567,1.0599,0.77452,0.7332,0.79379,0.72263,0.88309,1.2608,0.56229,0.82478,0.54777,0.49136,0.79379,0.91645,1.2669,0.1959,0.54407,0.72099,0.64147
0.69285,0.96047,1.058,0.77232,0.734,0.78104,0.71767,0.87622,1.2653,0.56585,0.81823,0.54033,0.49276,0.78958,0.92065,1.2641,0.19866,0.54283,0.72591,0.64048
0.7007,0.95809,1.063,0.78604,0.72428,0.77743,0.72997,0.89432,1.2646,0.56703,0.82607,0.549,0.48996,0.79379,0.92634,1.2709,0.19866,0.54654,0.73159,0.63749
0.70243,0.94201,1.0633,0.79449,0.71349,0.78462,0.73799,0.88705,1.2579,0.57171,0.82217,0.55751,0.48855,0.79309,0.91593,1.2769,0.19312,0.54407,0.73078,0.63749
0.7007,0.93601,1.0607,0.78462,0.71517,0.78746,0.73799,0.89432,1.2477,0.57634,0.81954,0.56703,0.49693,0.79449,0.9196,1.2769,0.18469,0.54654,0.72346,0.64048
0.70243,0.94052,1.0546,0.78462,0.72509,0.76864,0.7348,0.90526,1.2398,0.58546,0.81954,0.57403,0.50243,0.79309,0.9154,1.2813,0.17898,0.54777,0.71767,0.64246
0.70757,0.95376,1.058,0.79796,0.72263,0.77525,0.77232,0.92065,1.2562,0.57864,0.82672,0.57978,0.49969,0.8014,0.90687,1.2878,0.19033,0.55871,0.72916,0.64738
0.7185,0.95665,1.0592,0.79796,0.72591,0.78746,0.79029,0.92583,1.2636,0.57978,0.82802,0.57978,0.49969,0.8014,0.91009,1.2964,0.18752,0.56229,0.72835,0.64542
0.71433,0.94596,1.058,0.80072,0.7348,0.77452,0.79588,0.92583,1.2672,0.57978,0.82737,0.57978,0.50106,0.80414,0.90472,1.296,0.18184,0.55871,0.72016,0.64738
0.72016,0.94841,1.0607,0.82282,0.73159,0.77525,0.79727,0.92993,1.2725,0.58546,0.82672,0.58092,0.50243,0.80754,0.89927,1.2991,0.16732,0.55751,0.7185,0.65801
0.71265,0.94988,1.0588,0.83187,0.72835,0.7767,0.79309,0.93298,1.279,0.5832,0.82543,0.58659,0.49415,0.80821,0.89873,1.3049,0.16137,0.54033,0.71684,0.6464
0.70927,0.943,1.0607,0.82413,0.72428,0.7767,0.78462,0.94002,1.279,0.57287,0.82151,0.57864,0.48572,0.80754,0.88138,1.3002,0.16435,0.53529,0.71433,0.63548
0.71265,0.94743,1.0592,0.81023,0.71349,0.78104,0.78462,0.94052,1.279,0.57634,0.81823,0.59218,0.47712,0.8109,0.87157,1.2964,0.17319,0.53656,0.71684,0.63043
0.716,0.93044,1.0569,0.80072,0.71933,0.76864,0.77232,0.94052,1.2815,0.58546,0.81823,0.59106,0.48144,0.80346,0.87274,1.2934,0.16732,0.53148,0.70927,0.62325
0.71433,0.91908,1.0531,0.79588,0.71684,0.75815,0.76641,0.92993,1.2709,0.5832,0.80889,0.5832,0.47712,0.79865,0.8739,1.2882,0.15836,0.52634,0.69897,0.62325
0.72346,0.91645,1.0515,0.78746,0.70157,0.76418,0.77232,0.93702,1.2735,0.5832,0.80956,0.58546,0.47422,0.80346,0.8739,1.2929,0.15534,0.5302,0.7007,0.63043
0.72673,0.92221,1.0473,0.76716,0.70586,0.7679,0.76938,0.9284,1.2744,0.59329,0.80956,0.57978,0.48001,0.80209,0.87737,1.2891,0.14613,0.53403,0.70415,0.62531
0.72016,0.9248,1.0434,0.76343,0.7007,0.75815,0.76492,0.92376,1.2653,0.58659,0.80754,0.58546,0.47567,0.79518,0.87852,1.2869,0.13988,0.52892,0.7007,0.62014
0.72181,0.93197,1.0477,0.76938,0.69897,0.76418,0.77232,0.92737,1.269,0.58092,0.81558,0.58883,0.46835,0.79865,0.87737,1.2878,0.14301,0.53529,0.70672,0.62839
0.7185,0.93197,1.0457,0.76716,0.69897,0.7679,0.7679,0.92169,1.2646,0.58206,0.81224,0.58092,0.46835,0.79796,0.87448,1.2909,0.13672,0.53275,0.70927,0.62531
0.71096,0.93197,1.0426,0.76641,0.69984,0.76864,0.76641,0.91908,1.2598,0.58092,0.8109,0.57749,0.46835,0.79239,0.8739,1.2874,0.13672,0.5302,0.69723,0.62325
0.70757,0.93349,1.039,0.76118,0.69984,0.77232,0.77085,0.92324,1.2636,0.57749,0.80754,0.57634,0.46687,0.78604,0.86094,1.2878,0.13672,0.53656,0.6981,0.62531
0.70415,0.92634,1.0358,0.75511,0.70586,0.77012,0.75587,0.91487,1.2617,0.58092,0.79796,0.57519,0.46982,0.77525,0.86806,1.2891,0.13033,0.5302,0.6902,0.62839
0.70243,0.9248,1.0326,0.74586,0.70842,0.76042,0.75051,0.90741,1.2533,0.58659,0.79099,0.57634,0.46982,0.7679,0.8739,1.2844,0.12385,0.51983,0.67852,0.62941
0.70415,0.92221,1.0318,0.75051,0.71349,0.76343,0.75051,0.91275,1.2504,0.58771,0.78746,0.62428,0.47422,0.76716,0.87737,1.284,0.13033,0.51587,0.67761,0.62737
0.70415,0.92634,1.0346,0.75891,0.71349,0.76864,0.75051,0.91751,1.2514,0.59218,0.78533,0.65992,0.47422,0.77305,0.88081,1.2826,0.13672,0.52114,0.68124,0.62941
0.7007,0.92788,1.039,0.76567,0.70757,0.77525,0.76343,0.93044,1.2636,0.59329,0.79518,0.66464,0.47276,0.77525,0.88536,1.2934,0.13672,0.5302,0.6902,0.64444
0.69897,0.93902,1.037,0.76193,0.70927,0.76864,0.76343,0.92169,1.257,0.59218,0.78746,0.67025,0.46835,0.77597,0.88138,1.2891,0.13988,0.52763,0.67669,0.64147
0.70757,0.93902,1.041,0.76343,0.71349,0.76418,0.76492,0.92376,1.2608,0.59988,0.7839,0.66558,0.47422,0.77525,0.88762,1.2918,0.13988,0.52634,0.67117,0.63849
0.70586,0.94052,1.0414,0.76343,0.7185,0.76567,0.76343,0.9154,1.2636,0.60638,0.7839,0.66745,0.47129,0.76938,0.87852,1.2914,0.13988,0.52763,0.66839,0.63548
0.71349,0.94841,1.0477,0.76938,0.72099,0.76864,0.76492,0.93095,1.2718,0.60638,0.79099,0.67394,0.47422,0.77887,0.88081,1.2978,0.14613,0.53656,0.67486,0.64542
0.71096,0.94052,1.0453,0.77012,0.72263,0.77085,0.7679,0.92169,1.2718,0.60853,0.79099,0.67578,0.47422,0.77305,0.88195,1.2995,0.14613,0.53529,0.67117,0.64345
0.71684,0.943,1.0382,0.76938,0.72181,0.77085,0.77525,0.92428,1.269,0.60314,0.79239,0.67486,0.46538,0.77452,0.8791,1.3015,0.14301,0.53908,0.67761,0.64147
0.70243,0.94988,1.035,0.76567,0.72016,0.77743,0.77379,0.92531,1.2627,0.60097,0.79379,0.67578,0.46389,0.77815,0.87216,1.2973,0.14301,0.54033,0.67943,0.64147
0.70586,0.94448,1.0249,0.75205,0.72181,0.76864,0.76492,0.91381,1.2598,0.60638,0.7796,0.67578,0.46835,0.76118,0.8739,1.296,0.13672,0.53148,0.6721,0.63144
0.70757,0.93902,1.0237,0.74586,0.72591,0.76042,0.7574,0.90255,1.233,0.60746,0.77597,0.67943,0.46982,0.75587,0.87216,1.2918,0.13354,0.52763,0.66558,0.62941
0.7185,0.94201,1.0294,0.75511,0.72754,0.76641,0.76492,0.91908,1.2403,0.6149,0.7839,0.68395,0.47276,0.76418,0.87737,1.2986,0.13672,0.53275,0.67394,0.63849
0.71517,0.94448,1.0294,0.75282,0.72835,0.76864,0.76193,0.92583,1.246,0.62118,0.79029,0.68664,0.47567,0.76268,0.87737,1.2986,0.13672,0.53782,0.67669,0.64345
0.71684,0.94596,1.033,0.75205,0.7185,0.77232,0.76938,0.92942,1.2472,0.61066,0.79588,0.68753,0.46982,0.76716,0.87216,1.2991,0.13672,0.54407,0.68124,0.64147
0.72016,0.94841,1.0346,0.75358,0.71349,0.77232,0.7767,0.91908,1.2531,0.60423,0.79796,0.68395,0.46538,0.77012,0.87506,1.2978,0.13672,0.549,0.68034,0.64345
0.69373,0.94988,1.0253,0.73719,0.71096,0.7679,0.76641,0.92012,1.2448,0.60746,0.79727,0.68215,0.46687,0.77085,0.87448,1.2947,0.13988,0.53656,0.67394,0.63849
0.68574,0.94743,1.022,0.72181,0.71096,0.77012,0.75587,0.92169,1.2325,0.61278,0.79029,0.68305,0.46835,0.76938,0.87157,1.2964,0.14613,0.53529,0.67117,0.63347
0.68842,0.94743,1.022,0.72509,0.70757,0.7679,0.75587,0.91062,1.2304,0.60853,0.79169,0.68574,0.45939,0.76641,0.86094,1.2995,0.13033,0.53529,0.67302,0.62941
0.69197,0.95376,1.0241,0.73078,0.70842,0.76641,0.75587,0.8893,1.2297,0.60746,0.79309,0.68664,0.46687,0.75587,0.86451,1.2956,0.1271,0.53908,0.67117,0.62737
0.68842,0.93902,1.0208,0.71265,0.71684,0.75587,0.75128,0.88195,1.2292,0.61278,0.79449,0.68664,0.45939,0.74351,0.87157,1.2826,0.12385,0.52375,0.66276,0.61909
0.69723,0.95134,1.0204,0.71933,0.72263,0.76193,0.76042,0.88705,1.2338,0.61805,0.78675,0.68753,0.4609,0.75051,0.87506,1.2918,0.1271,0.53782,0.66932,0.62839
0.69373,0.95279,1.0228,0.72099,0.71684,0.76418,0.74819,0.88593,1.2258,0.61805,0.78319,0.68753,0.45939,0.75051,0.87506,1.2918,0.13033,0.53403,0.65992,0.63043
0.69197,0.94743,1.0237,0.72016,0.71181,0.76864,0.74194,0.88874,1.2177,0.61278,0.78176,0.68485,0.45788,0.75051,0.87506,1.2882,0.1271,0.51983,0.65992,0.63144
0.69723,0.95521,1.0187,0.72099,0.71096,0.76864,0.74036,0.87679,1.2148,0.61909,0.78176,0.68305,0.45788,0.74273,0.87679,1.2856,0.11727,0.51983,0.65706,0.62839
0.69197,0.95134,1.0179,0.70672,0.70501,0.7679,0.72997,0.87216,1.2079,0.61909,0.76938,0.67578,0.45788,0.7364,0.87737,1.2794,0.10721,0.5092,0.64933,0.61595
0.6902,0.95376,1.0195,0.70415,0.70757,0.76864,0.7185,0.86213,1.2038,0.61909,0.77159,0.67578,0.45939,0.73719,0.87679,1.2822,0.10721,0.51055,0.65321,0.62118
0.68574,0.95134,1.0237,0.69548,0.70415,0.76864,0.71684,0.86273,1.2003,0.617,0.76418,0.67394,0.4609,0.73159,0.87679,1.2794,0.10721,0.50651,0.65031,0.61909
0.70586,0.95376,1.0224,0.69984,0.70243,0.76567,0.72181,0.86392,1.203,0.60638,0.76418,0.68034,0.45788,0.734,0.8657,1.2804,0.10721,0.50379,0.64933,0.62325
0.68574,0.95279,1.0241,0.70757,0.69723,0.77012,0.72673,0.86273,1.2087,0.5977,0.76418,0.68395,0.45332,0.73159,0.85974,1.2751,0.11059,0.50515,0.6464,0.62531
0.67852,0.93349,1.0204,0.69984,0.69723,0.76864,0.72835,0.86094,1.2066,0.60097,0.75815,0.67761,0.45025,0.72997,0.86213,1.2742,0.10721,0.50106,0.64147,0.62428
0.6637,0.92065,1.0111,0.68664,0.7007,0.7574,0.7185,0.85003,1.1917,0.60638,0.74896,0.66087,0.44716,0.71933,0.86273,1.2679,0.082785,0.48287,0.63246,0.61805
0.65896,0.9248,1.0145,0.68215,0.69723,0.75128,0.71684,0.85673,1.1821,0.59988,0.74429,0.66932,0.44248,0.72016,0.85854,1.2636,0.079181,0.48287,0.63043,0.61595
0.65706,0.92324,1.0099,0.68215,0.6902,0.74896,0.71181,0.86213,1.1821,0.60097,0.74115,0.66745,0.44091,0.72263,0.85733,1.2615,0.082785,0.48144,0.63649,0.61805
0.64933,0.92012,1.0043,0.68034,0.6902,0.75051,0.71684,0.8651,1.1801,0.59879,0.73957,0.66558,0.43616,0.72754,0.85431,1.2605,0.082785,0.47712,0.63749,0.6149
0.64933,0.91593,0.99826,0.67578,0.68842,0.75051,0.7185,0.86332,1.1838,0.5977,0.73719,0.65514,0.43616,0.7185,0.85065,1.2605,0.079181,0.47422,0.63448,0.61595
0.64345,0.91751,0.9987,0.66745,0.68664,0.74896,0.71012,0.85974,1.1807,0.58659,0.7364,0.65418,0.43457,0.71265,0.84634,1.2509,0.08636,0.47276,0.62737,0.61278
0.64933,0.91009,0.9987,0.68034,0.68664,0.74429,0.70842,0.85733,1.1778,0.58433,0.73719,0.65321,0.43136,0.71096,0.84448,1.2504,0.082785,0.46835,0.62941,0.61278
0.64542,0.91009,1,0.6721,0.69285,0.73719,0.70157,0.85491,1.1735,0.58659,0.7348,0.64345,0.42975,0.70757,0.83948,1.2458,0.079181,0.46538,0.62118,0.60746
0.65321,0.91328,1.0009,0.66652,0.69108,0.73878,0.69548,0.85491,1.1581,0.5977,0.7348,0.64444,0.43616,0.70157,0.84073,1.2499,0.079181,0.4624,0.617,0.60206
